,MN_EARN_WNE_P6
4829,32035.23115463448
308,30300.0
1505,34900.0
3598,20600.0
2496,32400.0
1374,34000.0
2619,18200.0
1134,21600.0
1203,27700.0
3681,20200.0
3220,41500.0
1318,55500.0
2647,36000.0
2332,29200.0
4367,32035.23115463448
833,29500.0
2989,41300.0
2110,38000.0
1682,37100.0
3034,28800.0
2287,39800.0
2380,13800.0
4700,22500.0
2004,36400.0
4365,18700.0
3998,32035.23115463448
2616,35900.0
1166,35400.0
629,40300.0
3987,23500.0
4549,32035.23115463448
4476,32035.23115463448
727,59900.0
354,23300.0
2140,28700.0
2871,28800.0
1861,26400.0
1222,16600.0
4854,32035.23115463448
4269,19600.0
2508,20500.0
3960,19600.0
159,30700.0
2787,23800.0
1982,40100.0
4273,30400.0
2103,35100.0
371,16300.0
3482,16800.0
2970,50300.0
2131,37200.0
3418,16900.0
3424,37300.0
1538,32900.0
3554,24800.0
4845,32035.23115463448
2475,33900.0
2337,17100.0
2744,18700.0
1553,26400.0
239,25700.0
1429,45200.0
1978,37000.0
3245,34600.0
2817,23900.0
3671,24000.0
2449,54900.0
4996,44700.0
3933,36900.0
2202,24400.0
618,25900.0
2381,30500.0
1090,29300.0
295,43600.0
430,38600.0
279,22600.0
3524,23400.0
2629,42200.0
949,30700.0
3351,34700.0
27,26300.0
116,46200.0
3014,47200.0
2766,26000.0
4007,19600.0
3895,32700.0
1656,40900.0
722,24300.0
4803,34200.0
4937,32035.23115463448
969,37300.0
3647,18500.0
4072,28700.0
2746,21400.0
3024,32200.0
3151,35300.0
1774,26200.0
3386,28600.0
4460,21600.0
4359,32035.23115463448
950,32035.23115463448
1211,16800.0
1428,19900.0
4629,26600.0
426,27500.0
4917,32035.23115463448
175,32035.23115463448
1923,39700.0
4808,32035.23115463448
593,27900.0
3395,23600.0
4727,22400.0
3593,32035.23115463448
4825,23600.0
404,26400.0
491,37600.0
4585,32035.23115463448
3494,21600.0
2081,26900.0
4253,32035.23115463448
824,25000.0
2542,28900.0
2847,46600.0
4984,33700.0
3673,28300.0
847,31300.0
2790,25400.0
4146,17400.0
3515,18700.0
4378,20000.0
2935,41200.0
4855,32035.23115463448
1711,29800.0
4633,32035.23115463448
1788,31100.0
4522,32035.23115463448
3126,29500.0
2291,40800.0
3988,32035.23115463448
1370,38300.0
2187,39600.0
3298,12600.0
2145,18300.0
3712,37100.0
409,41200.0
2060,29100.0
4243,32035.23115463448
4271,18500.0
2452,32100.0
3246,32600.0
3145,39900.0
3267,32900.0
3471,26900.0
4622,41200.0
3380,27100.0
1841,29400.0
951,20200.0
1304,39100.0
1209,41200.0
2391,33800.0
974,37900.0
474,30500.0
4046,19500.0
215,21500.0
656,31900.0
500,28000.0
3235,37500.0
3560,18200.0
2519,35600.0
1583,26100.0
2285,28200.0
1634,32035.23115463448
2036,35800.0
538,58600.0
4086,23100.0
1130,32100.0
3646,16900.0
3038,34800.0
3352,28900.0
2063,32035.23115463448
3056,46100.0
964,53000.0
2922,36000.0
496,28700.0
311,17700.0
131,32035.23115463448
251,33700.0
2014,66800.0
1314,29100.0
3566,23400.0
3095,38400.0
1341,34000.0
2184,48500.0
4299,32035.23115463448
647,21000.0
594,48800.0
908,36000.0
4548,32035.23115463448
2632,32400.0
810,18900.0
4408,32035.23115463448
247,31400.0
4283,43200.0
278,29500.0
2407,28400.0
29,29700.0
1119,29900.0
3363,26100.0
3066,44900.0
1731,33200.0
3474,24700.0
3311,19300.0
2398,38500.0
3477,20700.0
4197,19600.0
2286,36500.0
2792,31800.0
3169,37400.0
2075,25000.0
1877,70600.0
147,24000.0
659,19700.0
4296,41600.0
1974,28100.0
4207,32035.23115463448
570,22300.0
633,27400.0
46,24900.0
4645,23900.0
4483,32035.23115463448
649,22600.0
1886,76300.0
4309,41000.0
868,27500.0
4087,37900.0
890,16400.0
1320,36400.0
4350,32035.23115463448
3099,30000.0
4416,32035.23115463448
827,38000.0
3069,27900.0
1543,25700.0
3517,26500.0
867,28600.0
1662,30500.0
2023,41000.0
33,32700.0
1843,49400.0
3559,42000.0
1416,28300.0
4402,32035.23115463448
2503,36700.0
1057,26000.0
3567,23400.0
597,27600.0
3058,35800.0
4035,20800.0
860,40300.0
3689,21900.0
9,43100.0
2138,38600.0
1984,28100.0
2310,37400.0
2759,36600.0
2531,48500.0
848,39200.0
1243,19700.0
3045,18200.0
1180,28400.0
3460,32200.0
2371,30400.0
2,35400.0
4872,32035.23115463448
1755,26600.0
4011,19800.0
1048,29600.0
1418,17700.0
4732,21800.0
862,71900.0
3863,22200.0
4370,27400.0
2551,67300.0
4944,34300.0
2431,15700.0
3797,27500.0
310,32035.23115463448
1618,57200.0
1092,13900.0
1940,23200.0
3825,18600.0
1229,31200.0
4730,24600.0
1733,34700.0
4985,37300.0
3750,35100.0
3063,30800.0
2622,25000.0
1393,21000.0
2834,25500.0
2405,32035.23115463448
3009,34100.0
4122,20900.0
762,35600.0
3890,25000.0
4398,32035.23115463448
966,36000.0
3314,19300.0
3441,24400.0
682,27500.0
2546,28500.0
991,44000.0
914,20800.0
4155,32035.23115463448
4558,32035.23115463448
185,43700.0
922,33100.0
4376,26600.0
3556,19400.0
1619,38700.0
1830,29700.0
2484,36700.0
3148,39200.0
740,21600.0
4972,35100.0
971,38700.0
2564,34300.0
3962,22700.0
1116,25600.0
156,28800.0
2467,37700.0
3860,32035.23115463448
831,31200.0
835,28400.0
2825,20300.0
502,31000.0
989,32200.0
3937,23400.0
923,20500.0
2044,65700.0
1980,28800.0
249,21400.0
3911,31300.0
2683,18500.0
1346,57800.0
4576,32035.23115463448
4284,38400.0
3653,31400.0
355,27400.0
744,29400.0
844,42600.0
723,32700.0
1976,55900.0
2955,20300.0
2214,30000.0
3648,21100.0
3870,76600.0
3292,18500.0
4478,32035.23115463448
1258,19000.0
2988,32035.23115463448
85,24400.0
746,30600.0
1867,23600.0
1315,24900.0
3898,18300.0
962,30000.0
265,28900.0
2428,52100.0
4116,30700.0
3086,50600.0
3139,25800.0
2069,26700.0
4202,22900.0
1800,38200.0
2235,39600.0
3543,16000.0
3062,41100.0
2212,50700.0
4869,32035.23115463448
4715,32035.23115463448
1985,31600.0
1371,51400.0
2122,19100.0
3907,37000.0
4801,34200.0
2057,25400.0
4799,21800.0
3947,30800.0
2058,34800.0
3711,25600.0
2904,47300.0
3838,35100.0
4487,32035.23115463448
4952,32100.0
284,20300.0
95,34900.0
4777,32035.23115463448
2664,44100.0
3955,22300.0
3442,27900.0
4256,32035.23115463448
4913,32035.23115463448
2649,47500.0
2280,29800.0
2521,22400.0
3613,31600.0
1284,29000.0
4022,22800.0
2003,43400.0
2153,23700.0
3764,19600.0
2239,26000.0
3932,29500.0
4288,69800.0
4151,21000.0
43,25700.0
3956,20800.0
2802,28200.0
3089,37800.0
4572,32035.23115463448
4489,32035.23115463448
1809,50900.0
1003,27400.0
3859,27300.0
2393,32500.0
1076,41600.0
4371,22600.0
3855,28700.0
3412,21500.0
4274,23400.0
300,29600.0
2898,31600.0
2507,18500.0
942,33800.0
4450,22400.0
2370,25000.0
1259,47200.0
4348,32035.23115463448
2522,48000.0
3156,48100.0
4101,19200.0
841,27100.0
1868,37900.0
326,47900.0
2436,94100.0
3208,39300.0
4649,32035.23115463448
1464,35300.0
3131,49400.0
2061,29700.0
2571,42600.0
3103,37500.0
3333,19300.0
603,19500.0
865,17200.0
1890,37300.0
4042,27000.0
4598,19400.0
4538,32035.23115463448
3367,19000.0
1280,30600.0
830,28700.0
3149,26700.0
3799,22200.0
1904,30000.0
2050,60200.0
1302,32035.23115463448
328,35000.0
1704,31800.0
2493,46700.0
4949,57700.0
4025,24700.0
479,28100.0
3629,18000.0
1175,38700.0
4581,32035.23115463448
2957,38200.0
4010,20600.0
117,25600.0
2862,33000.0
879,47100.0
1029,29100.0
466,32100.0
4332,25400.0
3083,25300.0
1901,28800.0
1975,26500.0
776,32035.23115463448
1786,15000.0
4475,32035.23115463448
4950,27000.0
84,36900.0
1665,34500.0
3487,28700.0
2789,34300.0
2143,34800.0
2199,20200.0
511,29600.0
3209,41800.0
731,25900.0
2220,37600.0
2783,25300.0
2002,53500.0
4857,32035.23115463448
3666,20600.0
4563,32035.23115463448
1633,47000.0
2757,33900.0
2859,39100.0
1184,34600.0
3122,28000.0
3184,30500.0
2055,40600.0
4334,22600.0
4083,66400.0
127,35600.0
164,32035.23115463448
4744,31200.0
1510,29700.0
3199,32035.23115463448
1319,28200.0
2540,35900.0
472,34800.0
1997,32300.0
18,24900.0
3952,32035.23115463448
2956,34600.0
2042,42200.0
2137,49900.0
1025,41200.0
97,32600.0
4488,32035.23115463448
3114,28300.0
2835,38900.0
3161,27300.0
449,34800.0
550,30200.0
4372,31100.0
3744,32300.0
178,34800.0
3654,21300.0
1340,31600.0
4860,32035.23115463448
3548,50300.0
3520,32500.0
1591,26900.0
1516,29100.0
741,41800.0
1769,39800.0
4639,69800.0
483,31000.0
4696,20500.0
2810,23800.0
2021,44800.0
4947,34300.0
1910,46400.0
2485,35100.0
780,32035.23115463448
77,31300.0
1889,47400.0
4619,32500.0
673,30200.0
2203,30100.0
458,30500.0
2865,32600.0
752,31100.0
121,24200.0
3637,43200.0
699,32900.0
2924,22600.0
4432,32035.23115463448
1492,36900.0
4933,32035.23115463448
1948,20900.0
2086,22700.0
3365,29500.0
31,33600.0
2154,24900.0
2758,28400.0
69,41800.0
1449,35400.0
3175,26400.0
3627,30500.0
3877,32035.23115463448
3959,34300.0
4853,32035.23115463448
3221,33000.0
3146,29800.0
1531,34900.0
2432,19800.0
4361,32035.23115463448
3574,53400.0
3182,28900.0
1912,30700.0
504,28200.0
339,27500.0
3580,13700.0
4692,19600.0
798,22500.0
4697,24500.0
4811,19800.0
61,28800.0
1775,37200.0
2845,19900.0
4932,32035.23115463448
2460,33300.0
4237,32035.23115463448
1567,33500.0
4289,69800.0
2848,30100.0
1689,38600.0
4153,15900.0
2986,15200.0
2419,28700.0
4728,22400.0
1568,20400.0
3965,24400.0
2339,30600.0
2094,93200.0
2041,80400.0
4373,19300.0
2200,16100.0
2272,33500.0
381,32035.23115463448
3864,15800.0
2412,31200.0
3912,14900.0
1390,31100.0
4512,32035.23115463448
3914,37400.0
1952,39500.0
4162,32035.23115463448
2915,20600.0
2342,27200.0
4209,20900.0
245,33200.0
1439,27600.0
1022,21000.0
3233,58800.0
411,40700.0
2261,46100.0
1062,39500.0
4212,40300.0
4906,32035.23115463448
4343,21400.0
3561,22600.0
665,23500.0
4931,32035.23115463448
4661,32035.23115463448
4188,19500.0
4941,32035.23115463448
114,27300.0
3989,32035.23115463448
2302,16900.0
2477,38200.0
3250,40200.0
118,32600.0
1981,45500.0
2180,36000.0
162,27200.0
263,25100.0
4342,32035.23115463448
775,20100.0
4543,32035.23115463448
4473,32035.23115463448
651,24300.0
3723,28500.0
4517,18900.0
1170,35200.0
4962,31200.0
3011,37400.0
4951,32100.0
3874,32600.0
4945,34300.0
1368,46800.0
897,29500.0
928,38300.0
14,26600.0
2548,42100.0
967,20700.0
1106,32500.0
4594,19800.0
4336,27800.0
3968,32035.23115463448
1254,19600.0
2648,29100.0
2923,22200.0
4264,15000.0
4954,38400.0
1639,27000.0
1133,20900.0
4681,32035.23115463448
3519,26600.0
1878,54300.0
271,29400.0
1473,31100.0
1547,20300.0
4310,20200.0
4665,32035.23115463448
4440,25000.0
838,43800.0
2195,45200.0
1835,28900.0
412,34600.0
1712,35700.0
4438,71900.0
2795,25100.0
2221,29100.0
377,31000.0
1491,33000.0
738,31700.0
3377,29000.0
3615,32200.0
4610,32035.23115463448
52,26600.0
4114,14100.0
2269,33500.0
3094,32035.23115463448
1389,46700.0
3188,32700.0
3478,31600.0
3433,32900.0
4191,25200.0
2309,34900.0
3222,28000.0
2590,74900.0
1632,30100.0
4275,23400.0
3174,39700.0
2976,46800.0
4280,18700.0
467,30800.0
4778,25200.0
903,39600.0
4756,37600.0
71,17900.0
3217,40200.0
1898,28300.0
3995,26600.0
1207,82000.0
2077,24100.0
1590,32035.23115463448
2844,31700.0
2205,33900.0
2980,71100.0
658,33600.0
63,28800.0
1838,32600.0
4000,20700.0
3036,34900.0
454,30100.0
402,35100.0
1472,37000.0
677,25200.0
3356,38800.0
1616,42700.0
1251,30200.0
1983,38500.0
3425,20800.0
3843,54900.0
1033,29400.0
174,20400.0
939,32035.23115463448
3102,27400.0
2587,91200.0
334,27300.0
873,28500.0
2853,29000.0
1486,42800.0
4293,20300.0
296,71200.0
4858,32035.23115463448
4792,22600.0
3845,32035.23115463448
4218,19600.0
3760,32035.23115463448
378,41600.0
3110,58900.0
2770,19600.0
3918,22600.0
4138,18700.0
2210,25700.0
2172,23700.0
2599,35300.0
2052,51400.0
915,28000.0
4961,31200.0
4789,32035.23115463448
2335,36800.0
3820,31000.0
956,44500.0
1887,76300.0
4997,44700.0
3717,32035.23115463448
4027,38400.0
1182,39200.0
4991,28100.0
4602,23000.0
4452,38400.0
1423,16600.0
4980,36600.0
2400,33100.0
2892,41000.0
3596,33900.0
1722,19600.0
1667,38000.0
2884,45500.0
2994,26400.0
886,26100.0
4056,18100.0
4785,32035.23115463448
333,38800.0
153,12600.0
721,33500.0
373,33700.0
312,26700.0
1849,32035.23115463448
1622,36000.0
42,25900.0
2693,29100.0
4618,22900.0
417,30300.0
4899,32035.23115463448
4668,32035.23115463448
704,27400.0
732,22400.0
944,47700.0
3614,31600.0
1806,67900.0
1018,18900.0
907,35300.0
1693,33100.0
2791,28200.0
4368,32035.23115463448
519,38800.0
814,43100.0
818,28200.0
3449,32035.23115463448
1522,42600.0
1638,31000.0
4919,32035.23115463448
3557,41700.0
4712,32035.23115463448
1700,29000.0
3526,31700.0
3734,35600.0
3046,31800.0
1883,41300.0
2592,44300.0
379,54800.0
3775,34200.0
4003,16700.0
2251,44200.0
4439,71900.0
2148,35700.0
3726,30900.0
2144,36900.0
2566,21300.0
1803,22300.0
3621,17700.0
3967,26500.0
1594,16000.0
4328,32035.23115463448
1706,39300.0
4915,32035.23115463448
3790,24700.0
1820,17800.0
2562,24300.0
2559,34200.0
4208,17500.0
1582,26300.0
2547,21600.0
319,31000.0
4321,32035.23115463448
3364,33400.0
1763,16800.0
2843,39900.0
4731,22500.0
2141,28100.0
213,35500.0
4433,32035.23115463448
3497,20300.0
803,24300.0
4132,32035.23115463448
105,32035.23115463448
4458,22400.0
3805,29500.0
2806,40800.0
1465,31300.0
2953,40600.0
565,30800.0
4988,64200.0
4345,32035.23115463448
2524,31200.0
1474,46100.0
3236,27200.0
2829,25400.0
2502,35300.0
317,42500.0
1200,31000.0
2278,47500.0
652,27700.0
70,28300.0
2658,37500.0
1174,35700.0
1088,24900.0
4967,41400.0
410,36500.0
4064,32035.23115463448
4898,32035.23115463448
2386,31900.0
2091,26100.0
4635,32035.23115463448
601,24700.0
3013,33700.0
2219,24600.0
2465,30600.0
837,28200.0
3325,32035.23115463448
624,29400.0
1627,26100.0
806,40300.0
3115,38900.0
637,26800.0
423,25200.0
1996,49300.0
4472,32500.0
4620,37200.0
2486,40400.0
150,26300.0
3109,31400.0
1580,41700.0
626,20300.0
3002,32500.0
4601,18500.0
3796,16800.0
3481,19900.0
143,28700.0
2574,38800.0
4662,32035.23115463448
4014,32035.23115463448
1880,77900.0
3452,20000.0
3605,15800.0
3342,49000.0
4800,34200.0
2171,23500.0
2780,26600.0
4720,32035.23115463448
2832,61900.0
4982,33500.0
2230,32035.23115463448
617,27800.0
1324,21000.0
690,15600.0
2288,45400.0
3302,17200.0
1350,40000.0
2729,31300.0
4561,32035.23115463448
1187,27000.0
1191,46700.0
145,23600.0
3572,19100.0
4420,32035.23115463448
3742,22800.0
1762,26500.0
3800,51400.0
4802,34200.0
1834,29000.0
4900,32035.23115463448
1111,26000.0
2127,22000.0
4783,32035.23115463448
2277,39100.0
3795,32035.23115463448
2499,21300.0
1824,32600.0
2788,30000.0
4196,19600.0
4386,23900.0
3827,23300.0
2492,23700.0
878,52600.0
1455,38800.0
391,27300.0
4182,19000.0
2283,20200.0
2714,33500.0
2958,32000.0
475,39100.0
1694,33800.0
1295,28600.0
2092,25600.0
3050,47000.0
1137,22900.0
2072,34600.0
832,20600.0
591,27900.0
4658,32035.23115463448
3592,32035.23115463448
109,40900.0
4318,32035.23115463448
1052,21700.0
1311,38100.0
668,27100.0
253,54200.0
2690,24900.0
4641,32035.23115463448
843,45200.0
4159,32035.23115463448
4509,22300.0
3374,31500.0
3394,17000.0
884,23900.0
4547,32035.23115463448
3996,23300.0
4752,37600.0
1879,33900.0
1485,43400.0
2417,27500.0
2737,33400.0
2267,42400.0
4173,20000.0
3368,16800.0
2808,27300.0
869,32035.23115463448
2468,20900.0
3893,32035.23115463448
450,39900.0
1979,18400.0
696,25500.0
1741,32035.23115463448
3718,32035.23115463448
811,18100.0
3284,16100.0
2189,46700.0
505,29900.0
3303,15400.0
405,36300.0
3640,19900.0
183,36200.0
4905,32035.23115463448
1876,27700.0
609,31300.0
2674,31200.0
2033,39400.0
3981,22800.0
1968,42900.0
20,23000.0
2218,23600.0
2224,38200.0
327,28700.0
3270,35700.0
2518,43800.0
1874,32035.23115463448
4362,32035.23115463448
1756,25900.0
2178,24500.0
3410,32035.23115463448
4902,32035.23115463448
489,31500.0
606,26000.0
3212,32200.0
2464,39900.0
1738,49900.0
152,17200.0
889,54700.0
4948,29500.0
3082,33700.0
269,31700.0
96,28700.0
3824,25900.0
3885,32035.23115463448
1799,48200.0
1572,23900.0
4628,32035.23115463448
1067,30000.0
2760,26500.0
715,34600.0
4059,22000.0
4965,31200.0
4565,32035.23115463448
4660,32035.23115463448
1798,48200.0
461,27800.0
2944,32000.0
1795,17400.0
1869,22800.0
1345,31000.0
4791,21100.0
1214,24000.0
1372,66300.0
243,27500.0
4039,17000.0
2799,28000.0
1679,36700.0
3850,48100.0
1312,34300.0
648,42300.0
3238,32800.0
2643,42100.0
4409,32035.23115463448
155,29300.0
3428,32800.0
3453,21800.0
1303,41400.0
1150,23000.0
3047,38400.0
1046,34200.0
1640,22100.0
1306,39500.0
1927,74200.0
3439,31300.0
4121,20000.0
2244,25500.0
3136,32100.0
15,33400.0
3538,23400.0
2669,18200.0
1360,30400.0
1844,28900.0
3098,27600.0
1612,31500.0
497,66700.0
2840,26500.0
4611,32035.23115463448
4974,34800.0
3633,20900.0
1478,46000.0
1095,17500.0
542,37400.0
4729,20900.0
4074,30500.0
431,37500.0
728,34700.0
4412,32035.23115463448
2561,36500.0
1337,33800.0
3606,32035.23115463448
2877,31800.0
4415,32035.23115463448
1031,28000.0
1110,27700.0
1888,28200.0
3550,20400.0
1527,20000.0
753,34900.0
3049,28100.0
2628,35400.0
562,51400.0
4764,57800.0
3562,28500.0
252,33700.0
2516,29600.0
2962,25200.0
4453,38400.0
1202,26000.0
3462,19800.0
2797,33600.0
4225,38400.0
144,28600.0
2895,21500.0
2763,29500.0
905,29900.0
3980,34200.0
235,33800.0
